DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.119875	11	9	3	1	6	1	1	0	12761	28	0	38.6013	0	0
UL	0.119982	11	9	3	7	6	1	1	0	12761	28	0	38.5827 	0	0
DL	0.120125	12	0	0	1	6	1	1	0	12761	28	0	38.5972	0	0
UL	0.120232	12	0	0	7	6	1	1	0	12761	28	0	38.5998 	0	0
DL	0.120375	12	0	1	1	6	1	1	0	12761	28	0	38.6429	0	0
UL	0.120482	12	0	1	7	6	1	1	0	12761	28	0	38.7389 	0	0
DL	0.120625	12	0	2	1	6	1	1	0	12761	28	0	38.4884	0	0
UL	0.120732	12	0	2	7	6	1	1	0	12761	28	0	38.6214 	0	0
DL	0.120875	12	0	3	1	6	1	1	0	12761	28	0	38.3281	0	0
UL	0.120982	12	0	3	7	6	1	1	0	12761	28	0	38.3285 	0	0
DL	0.121125	12	1	0	1	6	1	1	0	12761	28	0	38.4029	0	0
UL	0.121232	12	1	0	7	6	1	1	0	12761	28	0	38.6599 	0	0
DL	0.121375	12	1	1	1	6	1	1	0	12761	28	0	38.7947	0	0
UL	0.121482	12	1	1	7	6	1	1	0	12761	28	0	38.8954 	0	0
DL	0.121625	12	1	2	1	6	1	1	0	12761	28	0	38.9169	0	0
UL	0.121732	12	1	2	7	6	1	1	0	12761	28	0	38.7587 	0	0
DL	0.121875	12	1	3	1	6	1	1	0	12761	28	0	38.7232	0	0
UL	0.121982	12	1	3	7	6	1	1	0	12761	28	0	38.7232 	0	0
DL	0.122125	12	2	0	1	6	1	1	0	12761	28	0	38.7411	0	0
UL	0.122232	12	2	0	7	6	1	1	0	12761	28	0	38.53 	0	0
DL	0.122375	12	2	1	1	6	1	1	0	12761	28	0	38.5181	0	0
UL	0.122482	12	2	1	7	6	1	1	0	12761	28	0	38.4622 	0	0
DL	0.122625	12	2	2	1	6	1	1	0	12761	28	0	38.3457	0	0
UL	0.122732	12	2	2	7	6	1	1	0	12761	28	0	38.3824 	0	0
DL	0.122875	12	2	3	1	6	1	1	0	12761	28	0	38.3588	0	0
UL	0.122982	12	2	3	7	6	1	1	0	12761	28	0	38.2988 	0	0
DL	0.123125	12	3	0	1	6	1	1	0	12761	28	0	38.3568	0	0
UL	0.123232	12	3	0	7	6	1	1	0	12761	28	0	38.3951 	0	0
DL	0.123375	12	3	1	1	6	1	1	0	12761	28	0	38.4794	0	0
UL	0.123482	12	3	1	7	6	1	1	0	12761	28	0	38.4037 	0	0
DL	0.123625	12	3	2	1	6	1	1	0	12761	28	0	38.608	0	0
UL	0.123732	12	3	2	7	6	1	1	0	12761	28	0	38.6007 	0	0
DL	0.123875	12	3	3	1	6	1	1	0	12761	28	0	38.5786	0	0
UL	0.123982	12	3	3	7	6	1	1	0	12761	28	0	38.6048 	0	0
DL	0.124125	12	4	0	1	6	1	1	0	12761	28	0	38.5573	0	0
UL	0.124232	12	4	0	7	6	1	1	0	12761	28	0	38.7321 	0	0
DL	0.124375	12	4	1	1	6	1	1	0	12761	28	0	38.6939	0	0
UL	0.124482	12	4	1	7	6	1	1	0	12761	28	0	38.5861 	0	0
DL	0.124625	12	4	2	1	6	1	1	0	12761	28	0	38.5013	0	0
UL	0.124732	12	4	2	7	6	1	1	0	12761	28	0	38.5642 	0	0
DL	0.124875	12	4	3	1	6	1	1	0	12761	28	0	38.7556	0	0
UL	0.124982	12	4	3	7	6	1	1	0	12761	28	0	38.7158 	0	0
DL	0.125125	12	5	0	1	6	1	1	0	12761	28	0	38.4868	0	0
UL	0.125232	12	5	0	7	6	1	1	0	12761	28	0	38.281 	0	0
DL	0.125375	12	5	1	1	6	1	1	0	12761	28	0	38.1503	0	0
UL	0.125482	12	5	1	7	6	1	1	0	12761	28	0	38.1509 	0	0
DL	0.125625	12	5	2	1	6	1	1	0	12761	28	0	38.2446	0	0
UL	0.125732	12	5	2	7	6	1	1	0	12761	28	0	38.4154 	0	0
DL	0.125875	12	5	3	1	6	1	1	0	12761	28	0	38.4104	0	0
UL	0.125982	12	5	3	7	6	1	1	0	12761	28	0	38.3849 	0	0
DL	0.126125	12	6	0	1	6	1	1	0	12761	28	0	38.2101	0	0
UL	0.126232	12	6	0	7	6	1	1	0	12761	28	0	38.1597 	0	0
DL	0.126375	12	6	1	1	6	1	1	0	12761	28	0	38.0883	0	0
UL	0.126482	12	6	1	7	6	1	1	0	12761	28	0	37.9691 	0	0
DL	0.126625	12	6	2	1	6	1	1	0	12761	28	0	37.8868	0	0
UL	0.126732	12	6	2	7	6	1	1	0	12761	28	0	37.9027 	0	0
DL	0.126875	12	6	3	1	6	1	1	0	12761	28	0	38.025	0	0
UL	0.126982	12	6	3	7	6	1	1	0	12761	28	0	37.8433 	0	0
DL	0.127125	12	7	0	1	6	1	1	0	12761	28	0	37.8369	0	0
UL	0.127232	12	7	0	7	6	1	1	0	12761	28	0	37.7504 	0	0
DL	0.127375	12	7	1	1	6	1	1	0	12761	28	0	37.8038	0	0
UL	0.127482	12	7	1	7	6	1	1	0	12761	28	0	37.8091 	0	0
DL	0.127625	12	7	2	1	6	1	1	0	12761	28	0	37.8133	0	0
UL	0.127732	12	7	2	7	6	1	1	0	12761	28	0	37.909 	0	0
DL	0.127875	12	7	3	1	6	1	1	0	12761	28	0	37.9211	0	0
UL	0.127982	12	7	3	7	6	1	1	0	12761	28	0	37.9026 	0	0
DL	0.128125	12	8	0	1	6	1	1	0	12761	28	0	38.1118	0	0
UL	0.128232	12	8	0	7	6	1	1	0	12761	28	0	38.0501 	0	0
DL	0.128375	12	8	1	1	6	1	1	0	12761	28	0	38.2757	0	0
UL	0.128482	12	8	1	7	6	1	1	0	12761	28	0	38.2893 	0	0
DL	0.128625	12	8	2	1	6	1	1	0	12761	28	0	38.2528	0	0
UL	0.128732	12	8	2	7	6	1	1	0	12761	28	0	38.0467 	0	0
DL	0.128875	12	8	3	1	6	1	1	0	12761	28	0	38.1354	0	0
UL	0.128982	12	8	3	7	6	1	1	0	12761	28	0	37.9139 	0	0
DL	0.129125	12	9	0	1	6	1	1	0	12761	28	0	37.7446	0	0
UL	0.129232	12	9	0	7	6	1	1	0	12761	28	0	37.7579 	0	0
DL	0.129375	12	9	1	1	6	1	1	0	12761	28	0	37.6356	0	0
UL	0.129482	12	9	1	7	6	1	1	0	12761	28	0	37.783 	0	0
DL	0.129625	12	9	2	1	6	1	1	0	12761	28	0	37.7183	0	0
UL	0.129732	12	9	2	7	6	1	1	0	12761	28	0	37.7525 	0	0
DL	0.129875	12	9	3	1	6	1	1	0	12761	28	0	37.5418	0	0
UL	0.129982	12	9	3	7	6	1	1	0	12761	28	0	37.7236 	0	0
DL	0.130125	13	0	0	1	6	1	1	0	12761	28	0	37.7367	0	0
UL	0.130232	13	0	0	7	6	1	1	0	12761	28	0	37.8874 	0	0
DL	0.130375	13	0	1	1	6	1	1	0	12761	28	0	37.7667	0	0
UL	0.130482	13	0	1	7	6	1	1	0	12761	28	0	37.7645 	0	0
DL	0.130625	13	0	2	1	6	1	1	0	12761	28	0	37.7404	0	0
UL	0.130732	13	0	2	7	6	1	1	0	12761	28	0	37.9144 	0	0
DL	0.130875	13	0	3	1	6	1	1	0	12761	28	0	37.9855	0	0
UL	0.130982	13	0	3	7	6	1	1	0	12761	28	0	38.0613 	0	0
DL	0.131125	13	1	0	1	6	1	1	0	12761	28	0	37.8885	0	0
UL	0.131232	13	1	0	7	6	1	1	0	12761	28	0	37.8395 	0	0
DL	0.131375	13	1	1	1	6	1	1	0	12761	28	0	37.8602	0	0
UL	0.131482	13	1	1	7	6	1	1	0	12761	28	0	37.7549 	0	0
DL	0.131625	13	1	2	1	6	1	1	0	12761	28	0	37.7088	0	0
UL	0.131732	13	1	2	7	6	1	1	0	12761	28	0	37.6148 	0	0
DL	0.131875	13	1	3	1	6	1	1	0	12761	28	0	37.6949	0	0
UL	0.131982	13	1	3	7	6	1	1	0	12761	28	0	37.596 	0	0
DL	0.132125	13	2	0	1	6	1	1	0	12761	28	0	37.672	0	0
UL	0.132232	13	2	0	7	6	1	1	0	12761	28	0	37.8157 	0	0
DL	0.132375	13	2	1	1	6	1	1	0	12761	28	0	37.7649	0	0
UL	0.132482	13	2	1	7	6	1	1	0	12761	28	0	37.9421 	0	0
DL	0.132625	13	2	2	1	6	1	1	0	12761	28	0	38.0214	0	0
UL	0.132732	13	2	2	7	6	1	1	0	12761	28	0	38.0462 	0	0
DL	0.132875	13	2	3	1	6	1	1	0	12761	28	0	37.9897	0	0
UL	0.132982	13	2	3	7	6	1	1	0	12761	28	0	38.0073 	0	0
DL	0.133125	13	3	0	1	6	1	1	0	12761	28	0	37.9206	0	0
UL	0.133232	13	3	0	7	6	1	1	0	12761	28	0	37.9558 	0	0
DL	0.133375	13	3	1	1	6	1	1	0	12761	28	0	37.9644	0	0
UL	0.133482	13	3	1	7	6	1	1	0	12761	28	0	37.845 	0	0
DL	0.133625	13	3	2	1	6	1	1	0	12761	28	0	37.674	0	0
UL	0.133732	13	3	2	7	6	1	1	0	12761	28	0	37.7968 	0	0
DL	0.133875	13	3	3	1	6	1	1	0	12761	28	0	38.0311	0	0
UL	0.133982	13	3	3	7	6	1	1	0	12761	28	0	38.0232 	0	0
DL	0.134125	13	4	0	1	6	1	1	0	12761	28	0	38.1652	0	0
UL	0.134232	13	4	0	7	6	1	1	0	12761	28	0	38.2555 	0	0
DL	0.134375	13	4	1	1	6	1	1	0	12761	28	0	38.2223	0	0
UL	0.134482	13	4	1	7	6	1	1	0	12761	28	0	38.1998 	0	0
DL	0.134625	13	4	2	1	6	1	1	0	12761	28	0	38.3591	0	0
UL	0.134732	13	4	2	7	6	1	1	0	12761	28	0	38.3516 	0	0
DL	0.134875	13	4	3	1	6	1	1	0	12761	28	0	38.5432	0	0
UL	0.134982	13	4	3	7	6	1	1	0	12761	28	0	38.6125 	0	0
DL	0.135125	13	5	0	1	6	1	1	0	12761	28	0	38.5561	0	0
UL	0.135232	13	5	0	7	6	1	1	0	12761	28	0	38.5615 	0	0
DL	0.135375	13	5	1	1	6	1	1	0	12761	28	0	38.7343	0	0
UL	0.135482	13	5	1	7	6	1	1	0	12761	28	0	38.6248 	0	0
DL	0.135625	13	5	2	1	6	1	1	0	12761	28	0	38.5798	0	0
UL	0.135732	13	5	2	7	6	1	1	0	12761	28	0	38.572 	0	0
DL	0.135875	13	5	3	1	6	1	1	0	12761	28	0	38.6512	0	0
UL	0.135982	13	5	3	7	6	1	1	0	12761	28	0	38.5749 	0	0
DL	0.136125	13	6	0	1	6	1	1	0	12761	28	0	38.518	0	0
UL	0.136232	13	6	0	7	6	1	1	0	12761	28	0	38.6232 	0	0
DL	0.136375	13	6	1	1	6	1	1	0	12761	28	0	38.2911	0	0
UL	0.136482	13	6	1	7	6	1	1	0	12761	28	0	38.2224 	0	0
DL	0.136625	13	6	2	1	6	1	1	0	12761	28	0	38.1212	0	0
UL	0.136732	13	6	2	7	6	1	1	0	12761	28	0	37.9358 	0	0
DL	0.136875	13	6	3	1	6	1	1	0	12761	28	0	37.8757	0	0
UL	0.136982	13	6	3	7	6	1	1	0	12761	28	0	37.8071 	0	0
DL	0.137125	13	7	0	1	6	1	1	0	12761	28	0	37.7665	0	0
UL	0.137232	13	7	0	7	6	1	1	0	12761	28	0	37.6535 	0	0
DL	0.137375	13	7	1	1	6	1	1	0	12761	28	0	37.8122	0	0
UL	0.137482	13	7	1	7	6	1	1	0	12761	28	0	37.9021 	0	0
DL	0.137625	13	7	2	1	6	1	1	0	12761	28	0	38.1078	0	0
UL	0.137732	13	7	2	7	6	1	1	0	12761	28	0	37.8885 	0	0
DL	0.137875	13	7	3	1	6	1	1	0	12761	28	0	37.7928	0	0
UL	0.137982	13	7	3	7	6	1	1	0	12761	28	0	38.0041 	0	0
DL	0.138125	13	8	0	1	6	1	1	0	12761	28	0	37.9283	0	0
UL	0.138232	13	8	0	7	6	1	1	0	12761	28	0	37.854 	0	0
DL	0.138375	13	8	1	1	6	1	1	0	12761	28	0	37.9414	0	0
UL	0.138482	13	8	1	7	6	1	1	0	12761	28	0	37.9279 	0	0
DL	0.138625	13	8	2	1	6	1	1	0	12761	28	0	38.0047	0	0
UL	0.138732	13	8	2	7	6	1	1	0	12761	28	0	37.967 	0	0
DL	0.138875	13	8	3	1	6	1	1	0	12761	28	0	37.9832	0	0
UL	0.138982	13	8	3	7	6	1	1	0	12761	28	0	38.0286 	0	0
DL	0.139125	13	9	0	1	6	1	1	0	12761	28	0	38.1339	0	0
UL	0.139232	13	9	0	7	6	1	1	0	12761	28	0	38.0091 	0	0
DL	0.139375	13	9	1	1	6	1	1	0	12761	28	0	37.989	0	0
UL	0.139482	13	9	1	7	6	1	1	0	12761	28	0	37.9598 	0	0
DL	0.139625	13	9	2	1	6	1	1	0	12761	28	0	37.9427	0	0
UL	0.139732	13	9	2	7	6	1	1	0	12761	28	0	37.9824 	0	0
DL	0.139875	13	9	3	1	6	1	1	0	12761	28	0	38.0998	0	0
UL	0.139982	13	9	3	7	6	1	1	0	12761	28	0	38.158 	0	0
DL	0.140125	14	0	0	1	6	1	1	0	12761	28	0	38.1917	0	0
UL	0.140232	14	0	0	7	6	1	1	0	12761	28	0	38.2543 	0	0
DL	0.140375	14	0	1	1	6	1	1	0	12761	28	0	38.2531	0	0
UL	0.140482	14	0	1	7	6	1	1	0	12761	28	0	38.3746 	0	0
DL	0.140625	14	0	2	1	6	1	1	0	12761	28	0	38.4839	0	0
UL	0.140732	14	0	2	7	6	1	1	0	12761	28	0	38.5954 	0	0
DL	0.140875	14	0	3	1	6	1	1	0	12761	28	0	38.652	0	0
UL	0.140982	14	0	3	7	6	1	1	0	12761	28	0	38.5774 	0	0
DL	0.141125	14	1	0	1	6	1	1	0	12761	28	0	38.7269	0	0
UL	0.141232	14	1	0	7	6	1	1	0	12761	28	0	38.8043 	0	0
DL	0.141375	14	1	1	1	6	1	1	0	12761	28	0	38.8478	0	0
UL	0.141482	14	1	1	7	6	1	1	0	12761	28	0	39.0213 	0	0
DL	0.141625	14	1	2	1	6	1	1	0	12761	28	0	38.9145	0	0
UL	0.141732	14	1	2	7	6	1	1	0	12761	28	0	38.719 	0	0
DL	0.141875	14	1	3	1	6	1	1	0	12761	28	0	38.8098	0	0
UL	0.141982	14	1	3	7	6	1	1	0	12761	28	0	38.7518 	0	0
DL	0.142125	14	2	0	1	6	1	1	0	12761	28	0	39.0052	0	0
UL	0.142232	14	2	0	7	6	1	1	0	12761	28	0	38.9852 	0	0
DL	0.142375	14	2	1	1	6	1	1	0	12761	28	0	38.8812	0	0
UL	0.142482	14	2	1	7	6	1	1	0	12761	28	0	38.8262 	0	0
DL	0.142625	14	2	2	1	6	1	1	0	12761	28	0	39.0951	0	0
UL	0.142732	14	2	2	7	6	1	1	0	12761	28	0	39.0881 	0	0
DL	0.142875	14	2	3	1	6	1	1	0	12761	28	0	39.1689	0	0
UL	0.142982	14	2	3	7	6	1	1	0	12761	28	0	39.1242 	0	0
DL	0.143125	14	3	0	1	6	1	1	0	12761	28	0	39.1323	0	0
UL	0.143232	14	3	0	7	6	1	1	0	12761	28	0	39.2474 	0	0
DL	0.143375	14	3	1	1	6	1	1	0	12761	28	0	39.299	0	0
UL	0.143482	14	3	1	7	6	1	1	0	12761	28	0	39.3327 	0	0
DL	0.143625	14	3	2	1	6	1	1	0	12761	28	0	39.5286	0	0
UL	0.143732	14	3	2	7	6	1	1	0	12761	28	0	39.5413 	0	0
DL	0.143875	14	3	3	1	6	1	1	0	12761	28	0	39.4518	0	0
UL	0.143982	14	3	3	7	6	1	1	0	12761	28	0	39.4723 	0	0
DL	0.144125	14	4	0	1	6	1	1	0	12761	28	0	39.5811	0	0
UL	0.144232	14	4	0	7	6	1	1	0	12761	28	0	39.4872 	0	0
DL	0.144375	14	4	1	1	6	1	1	0	12761	28	0	39.5742	0	0
UL	0.144482	14	4	1	7	6	1	1	0	12761	28	0	39.691 	0	0
DL	0.144625	14	4	2	1	6	1	1	0	12761	28	0	39.6676	0	0
UL	0.144732	14	4	2	7	6	1	1	0	12761	28	0	39.6479 	0	0
DL	0.144875	14	4	3	1	6	1	1	0	12761	28	0	39.5485	0	0
UL	0.144982	14	4	3	7	6	1	1	0	12761	28	0	39.6451 	0	0
DL	0.145125	14	5	0	1	6	1	1	0	12761	28	0	39.4906	0	0
UL	0.145232	14	5	0	7	6	1	1	0	12761	28	0	39.4942 	0	0
DL	0.145375	14	5	1	1	6	1	1	0	12761	28	0	39.596	0	0
UL	0.145482	14	5	1	7	6	1	1	0	12761	28	0	39.5782 	0	0
DL	0.145625	14	5	2	1	6	1	1	0	12761	28	0	39.6478	0	0
UL	0.145732	14	5	2	7	6	1	1	0	12761	28	0	39.7795 	0	0
DL	0.145875	14	5	3	1	6	1	1	0	12761	28	0	39.8784	0	0
UL	0.145982	14	5	3	7	6	1	1	0	12761	28	0	39.8767 	0	0
DL	0.146125	14	6	0	1	6	1	1	0	12761	28	0	39.8532	0	0
UL	0.146232	14	6	0	7	6	1	1	0	12761	28	0	39.7752 	0	0
DL	0.146375	14	6	1	1	6	1	1	0	12761	28	0	39.9258	0	0
UL	0.146482	14	6	1	7	6	1	1	0	12761	28	0	39.8636 	0	0
DL	0.146625	14	6	2	1	6	1	1	0	12761	28	0	39.8154	0	0
UL	0.146732	14	6	2	7	6	1	1	0	12761	28	0	39.8164 	0	0
DL	0.146875	14	6	3	1	6	1	1	0	12761	28	0	39.8506	0	0
UL	0.146982	14	6	3	7	6	1	1	0	12761	28	0	40.0059 	0	0
DL	0.147125	14	7	0	1	6	1	1	0	12761	28	0	40.1216	0	0
UL	0.147232	14	7	0	7	6	1	1	0	12761	28	0	40.1453 	0	0
DL	0.147375	14	7	1	1	6	1	1	0	12761	28	0	40.0412	0	0
UL	0.147482	14	7	1	7	6	1	1	0	12761	28	0	39.9673 	0	0
DL	0.147625	14	7	2	1	6	1	1	0	12761	28	0	39.9993	0	0
UL	0.147732	14	7	2	7	6	1	1	0	12761	28	0	40.0732 	0	0
DL	0.147875	14	7	3	1	6	1	1	0	12761	28	0	39.9914	0	0
UL	0.147982	14	7	3	7	6	1	1	0	12761	28	0	40.2152 	0	0
DL	0.148125	14	8	0	1	6	1	1	0	12761	28	0	40.3603	0	0
UL	0.148232	14	8	0	7	6	1	1	0	12761	28	0	40.4543 	0	0
DL	0.148375	14	8	1	1	6	1	1	0	12761	28	0	40.4562	0	0
UL	0.148482	14	8	1	7	6	1	1	0	12761	28	0	40.5715 	0	0
DL	0.148625	14	8	2	1	6	1	1	0	12761	28	0	40.5214	0	0
UL	0.148732	14	8	2	7	6	1	1	0	12761	28	0	40.6936 	0	0
DL	0.148875	14	8	3	1	6	1	1	0	12761	28	0	40.7874	0	0
UL	0.148982	14	8	3	7	6	1	1	0	12761	28	0	40.8716 	0	0
DL	0.149125	14	9	0	1	6	1	1	0	12761	28	0	40.8156	0	0
UL	0.149232	14	9	0	7	6	1	1	0	12761	28	0	40.7399 	0	0
DL	0.149375	14	9	1	1	6	1	1	0	12761	28	0	40.8213	0	0
UL	0.149482	14	9	1	7	6	1	1	0	12761	28	0	40.7823 	0	0
DL	0.149625	14	9	2	1	6	1	1	0	12761	28	0	40.7179	0	0
UL	0.149732	14	9	2	7	6	1	1	0	12761	28	0	40.9316 	0	0
DL	0.149875	14	9	3	1	6	1	1	0	12761	28	0	40.9776	0	0
UL	0.149982	14	9	3	7	6	1	1	0	12761	28	0	41.1299 	0	0
DL	0.150125	15	0	0	1	6	1	1	0	12761	28	0	41.1367	0	0
UL	0.150232	15	0	0	7	6	1	1	0	12761	28	0	41.038 	0	0
DL	0.150375	15	0	1	1	6	1	1	0	12761	28	0	41.0209	0	0
UL	0.150482	15	0	1	7	6	1	1	0	12761	28	0	40.8586 	0	0
DL	0.150625	15	0	2	1	6	1	1	0	12761	28	0	40.7732	0	0
UL	0.150732	15	0	2	7	6	1	1	0	12761	28	0	40.9082 	0	0
DL	0.150875	15	0	3	1	6	1	1	0	12761	28	0	40.9702	0	0
UL	0.150982	15	0	3	7	6	1	1	0	12761	28	0	40.9674 	0	0
DL	0.151125	15	1	0	1	6	1	1	0	12761	28	0	41.0355	0	0
UL	0.151232	15	1	0	7	6	1	1	0	12761	28	0	40.974 	0	0
DL	0.151375	15	1	1	1	6	1	1	0	12761	28	0	40.9963	0	0
UL	0.151482	15	1	1	7	6	1	1	0	12761	28	0	40.9137 	0	0
DL	0.151625	15	1	2	1	6	1	1	0	12761	28	0	41.0298	0	0
UL	0.151732	15	1	2	7	6	1	1	0	12761	28	0	41.0688 	0	0
DL	0.151875	15	1	3	1	6	1	1	0	12761	28	0	41.2313	0	0
UL	0.151982	15	1	3	7	6	1	1	0	12761	28	0	41.1442 	0	0
DL	0.152125	15	2	0	1	6	1	1	0	12761	28	0	41.2392	0	0
UL	0.152232	15	2	0	7	6	1	1	0	12761	28	0	41.1453 	0	0
DL	0.152375	15	2	1	1	6	1	1	0	12761	28	0	41.3001	0	0
UL	0.152482	15	2	1	7	6	1	1	0	12761	28	0	41.2069 	0	0
DL	0.152625	15	2	2	1	6	1	1	0	12761	28	0	41.1873	0	0
UL	0.152732	15	2	2	7	6	1	1	0	12761	28	0	41.1756 	0	0
DL	0.152875	15	2	3	1	6	1	1	0	12761	28	0	41.1579	0	0
UL	0.152982	15	2	3	7	6	1	1	0	12761	28	0	41.3371 	0	0
DL	0.153125	15	3	0	1	6	1	1	0	12761	28	0	41.3722	0	0
UL	0.153232	15	3	0	7	6	1	1	0	12761	28	0	41.4204 	0	0
DL	0.153375	15	3	1	1	6	1	1	0	12761	28	0	41.454	0	0
UL	0.153482	15	3	1	7	6	1	1	0	12761	28	0	41.3615 	0	0
DL	0.153625	15	3	2	1	6	1	1	0	12761	28	0	41.3996	0	0
UL	0.153732	15	3	2	7	6	1	1	0	12761	28	0	41.4107 	0	0
DL	0.153875	15	3	3	1	6	1	1	0	12761	28	0	41.4634	0	0
UL	0.153982	15	3	3	7	6	1	1	0	12761	28	0	41.5022 	0	0
DL	0.154125	15	4	0	1	6	1	1	0	12761	28	0	41.5425	0	0
UL	0.154232	15	4	0	7	6	1	1	0	12761	28	0	41.5772 	0	0
DL	0.154375	15	4	1	1	6	1	1	0	12761	28	0	41.5007	0	0
UL	0.154482	15	4	1	7	6	1	1	0	12761	28	0	41.325 	0	0
DL	0.154625	15	4	2	1	6	1	1	0	12761	28	0	41.2107	0	0
UL	0.154732	15	4	2	7	6	1	1	0	12761	28	0	41.2477 	0	0
DL	0.154875	15	4	3	1	6	1	1	0	12761	28	0	41.4982	0	0
UL	0.154982	15	4	3	7	6	1	1	0	12761	28	0	41.6309 	0	0
DL	0.155125	15	5	0	1	6	1	1	0	12761	28	0	41.602	0	0
UL	0.155232	15	5	0	7	6	1	1	0	12761	28	0	41.6533 	0	0
DL	0.155375	15	5	1	1	6	1	1	0	12761	28	0	41.584	0	0
UL	0.155482	15	5	1	7	6	1	1	0	12761	28	0	41.6929 	0	0
DL	0.155625	15	5	2	1	6	1	1	0	12761	28	0	41.5649	0	0
UL	0.155732	15	5	2	7	6	1	1	0	12761	28	0	41.6265 	0	0
DL	0.155875	15	5	3	1	6	1	1	0	12761	28	0	41.6172	0	0
UL	0.155982	15	5	3	7	6	1	1	0	12761	28	0	41.5278 	0	0
DL	0.156125	15	6	0	1	6	1	1	0	12761	28	0	41.4055	0	0
UL	0.156232	15	6	0	7	6	1	1	0	12761	28	0	41.5371 	0	0
DL	0.156375	15	6	1	1	6	1	1	0	12761	28	0	41.7534	0	0
UL	0.156482	15	6	1	7	6	1	1	0	12761	28	0	41.7982 	0	0
DL	0.156625	15	6	2	1	6	1	1	0	12761	28	0	41.9657	0	0
UL	0.156732	15	6	2	7	6	1	1	0	12761	28	0	41.9853 	0	0
DL	0.156875	15	6	3	1	6	1	1	0	12761	28	0	41.9756	0	0
UL	0.156982	15	6	3	7	6	1	1	0	12761	28	0	41.8685 	0	0
DL	0.157125	15	7	0	1	6	1	1	0	12761	28	0	42.0023	0	0
UL	0.157232	15	7	0	7	6	1	1	0	12761	28	0	41.9378 	0	0
DL	0.157375	15	7	1	1	6	1	1	0	12761	28	0	42.226	0	0
UL	0.157482	15	7	1	7	6	1	1	0	12761	28	0	42.3501 	0	0
DL	0.157625	15	7	2	1	6	1	1	0	12761	28	0	42.2967	0	0
UL	0.157732	15	7	2	7	6	1	1	0	12761	28	0	42.4173 	0	0
DL	0.157875	15	7	3	1	6	1	1	0	12761	28	0	42.5143	0	0
UL	0.157982	15	7	3	7	6	1	1	0	12761	28	0	42.4589 	0	0
DL	0.158125	15	8	0	1	6	1	1	0	12761	28	0	42.6836	0	0
UL	0.158232	15	8	0	7	6	1	1	0	12761	28	0	42.7883 	0	0
DL	0.158375	15	8	1	1	6	1	1	0	12761	28	0	42.7612	0	0
UL	0.158482	15	8	1	7	6	1	1	0	12761	28	0	42.8736 	0	0
DL	0.158625	15	8	2	1	6	1	1	0	12761	28	0	42.9707	0	0
UL	0.158732	15	8	2	7	6	1	1	0	12761	28	0	43.0053 	0	0
DL	0.158875	15	8	3	1	6	1	1	0	12761	28	0	42.9918	0	0
UL	0.158982	15	8	3	7	6	1	1	0	12761	28	0	43.0835 	0	0
DL	0.159125	15	9	0	1	6	1	1	0	12761	28	0	43.0444	0	0
UL	0.159232	15	9	0	7	6	1	1	0	12761	28	0	43.182 	0	0
DL	0.159375	15	9	1	1	6	1	1	0	12761	28	0	43.1501	0	0
UL	0.159482	15	9	1	7	6	1	1	0	12761	28	0	42.9535 	0	0
DL	0.159625	15	9	2	1	6	1	1	0	12761	28	0	43.0259	0	0
UL	0.159732	15	9	2	7	6	1	1	0	12761	28	0	43.0259 	0	0
DL	0.159875	15	9	3	1	6	1	1	0	12761	28	0	43.0546	0	0
UL	0.159982	15	9	3	7	6	1	1	0	12761	28	0	43.0232 	0	0
DL	0.160125	16	0	0	1	6	1	1	0	12761	28	0	43.0589	0	0
UL	0.160232	16	0	0	7	6	1	1	0	12761	28	0	42.989 	0	0
DL	0.160375	16	0	1	1	6	1	1	0	12761	28	0	42.9107	0	0
UL	0.160482	16	0	1	7	6	1	1	0	12761	28	0	42.8072 	0	0
DL	0.160625	16	0	2	1	6	1	1	0	12761	28	0	42.6957	0	0
UL	0.160732	16	0	2	7	6	1	1	0	12761	28	0	42.6669 	0	0
DL	0.160875	16	0	3	1	6	1	1	0	12761	28	0	42.8435	0	0
UL	0.160982	16	0	3	7	6	1	1	0	12761	28	0	43.0015 	0	0
DL	0.161125	16	1	0	1	6	1	1	0	12761	28	0	43.0908	0	0
UL	0.161232	16	1	0	7	6	1	1	0	12761	28	0	43.1601 	0	0
DL	0.161375	16	1	1	1	6	1	1	0	12761	28	0	43.2812	0	0
UL	0.161482	16	1	1	7	6	1	1	0	12761	28	0	43.4102 	0	0
DL	0.161625	16	1	2	1	6	1	1	0	12761	28	0	43.1794	0	0
UL	0.161732	16	1	2	7	6	1	1	0	12761	28	0	43.1795 	0	0
DL	0.161875	16	1	3	1	6	1	1	0	12761	28	0	43.1411	0	0
UL	0.161982	16	1	3	7	6	1	1	0	12761	28	0	43.2748 	0	0
DL	0.162125	16	2	0	1	6	1	1	0	12761	28	0	43.1939	0	0
UL	0.162232	16	2	0	7	6	1	1	0	12761	28	0	43.2353 	0	0
DL	0.162375	16	2	1	1	6	1	1	0	12761	28	0	43.2278	0	0
UL	0.162482	16	2	1	7	6	1	1	0	12761	28	0	43.3139 	0	0
DL	0.162625	16	2	2	1	6	1	1	0	12761	28	0	43.35	0	0
UL	0.162732	16	2	2	7	6	1	1	0	12761	28	0	43.4656 	0	0
